,gene_id,colors,gene_name,gene_type,receptor
5986,ENSG00000105643,grey,ARRDC2,gene with protein product,
5987,ENSG00000288611,grey,NPBWR1,gene with protein product,Neuropeptides B and W receptors
5988,ENSG00000102978,grey,POLR2C,gene with protein product,
5989,ENSG00000115129,grey,TP53I3,gene with protein product,
5990,ENSG00000204934,purple,ATP6V0E2-AS1,"RNA, long non-coding",
5991,ENSG00000255339,yellow,,,
5992,ENSG00000156968,grey,MPV17L,gene with protein product,
5993,ENSG00000138382,green,METTL5,gene with protein product,
5994,ENSG00000117505,blue,DR1,gene with protein product,
5995,ENSG00000132128,grey,LRRC41,gene with protein product,
5996,ENSG00000166444,pink,DENND2B,gene with protein product,
5997,ENSG00000138166,midnightblue,DUSP5,gene with protein product,
5998,ENSG00000265907,black,,,
5999,ENSG00000185808,green,PIGP,gene with protein product,
6000,ENSG00000176595,grey,KBTBD11,gene with protein product,
6001,ENSG00000170323,grey,FABP4,gene with protein product,
6002,ENSG00000108883,grey,EFTUD2,gene with protein product,
6003,ENSG00000169220,turquoise,RGS14,gene with protein product,
6004,ENSG00000134852,blue,CLOCK,gene with protein product,
6005,ENSG00000196704,yellow,AMZ2,gene with protein product,
6006,ENSG00000284341,royalblue,,,
6007,ENSG00000288886,grey,,,
6008,ENSG00000121966,midnightblue,CXCR4,gene with protein product,
6009,ENSG00000119242,turquoise,CCDC92,gene with protein product,
6010,ENSG00000160145,grey,KALRN,gene with protein product,
6011,ENSG00000156928,yellow,MALSU1,gene with protein product,
6012,ENSG00000175073,blue,VCPIP1,gene with protein product,
6013,ENSG00000131558,black,EXOC4,gene with protein product,
6014,ENSG00000138663,grey,COPS4,gene with protein product,
6015,ENSG00000149257,grey,SERPINH1,gene with protein product,
6016,ENSG00000197119,turquoise,SLC25A29,gene with protein product,
6017,ENSG00000100226,pink,GTPBP1,gene with protein product,
6018,ENSG00000157796,grey,WDR19,gene with protein product,
6019,ENSG00000141698,grey,NT5C3B,gene with protein product,
6020,ENSG00000081870,green,IFT25,gene with protein product,
6021,ENSG00000168090,yellow,COPS6,gene with protein product,
6022,ENSG00000162430,pink,SELENON,gene with protein product,
6023,ENSG00000204632,grey,HLA-G,gene with protein product,
6024,ENSG00000170515,grey,PA2G4,gene with protein product,
6025,ENSG00000116786,greenyellow,PLEKHM2,gene with protein product,
6026,ENSG00000067992,brown,PDK3,gene with protein product,
6027,ENSG00000275131,grey,PDE4DIPP2,pseudogene,
6028,ENSG00000123064,lightcyan,DDX54,gene with protein product,
6029,ENSG00000171720,grey,HDAC3,gene with protein product,
6030,ENSG00000077420,grey,APBB1IP,gene with protein product,
6031,ENSG00000285622,royalblue,,,
6032,ENSG00000137177,black,KIF13A,gene with protein product,
6033,ENSG00000117280,grey,RAB29,gene with protein product,
6034,ENSG00000100014,grey,SPECC1L,gene with protein product,
6035,ENSG00000214063,grey,TSPAN4,gene with protein product,
6036,ENSG00000120279,cyan,MYCT1,gene with protein product,
6037,ENSG00000145833,grey,DDX46,gene with protein product,
6038,ENSG00000157045,grey,NTAN1,gene with protein product,
6039,ENSG00000250021,grey,ARPIN-AP3S2,readthrough,
6040,ENSG00000108474,red,PIGL,gene with protein product,
6041,ENSG00000255112,grey,CHMP1B,gene with protein product,
6042,ENSG00000107643,blue,MAPK8,gene with protein product,
6043,ENSG00000073803,grey,MAP3K13,gene with protein product,
6044,ENSG00000115993,brown,TRAK2,gene with protein product,
6045,ENSG00000274173,grey,LINC02967,"RNA, long non-coding",
6046,ENSG00000102786,blue,INTS6,gene with protein product,
6047,ENSG00000118007,brown,STAG1,gene with protein product,
6048,ENSG00000166938,grey,DIS3L,gene with protein product,
6049,ENSG00000283149,grey,,,
6050,ENSG00000104979,yellow,C19orf53,gene with protein product,
6051,ENSG00000177595,turquoise,PIDD1,gene with protein product,
6052,ENSG00000154124,black,OTULIN,gene with protein product,
6053,ENSG00000033030,red,ZCCHC8,gene with protein product,
6054,ENSG00000134909,grey,ARHGAP32,gene with protein product,
6055,ENSG00000115419,grey,GLS,gene with protein product,
6056,ENSG00000011566,blue,MAP4K3,gene with protein product,
6057,ENSG00000258430,purple,,,
6058,ENSG00000109670,grey,FBXW7,gene with protein product,
6059,ENSG00000115267,orange,IFIH1,gene with protein product,
6060,ENSG00000168818,grey,STX18,gene with protein product,
6061,ENSG00000133641,blue,RLIG1,gene with protein product,
6062,ENSG00000104872,purple,PIH1D1,gene with protein product,
6063,ENSG00000173039,grey,RELA,gene with protein product,
6064,ENSG00000111912,grey,NCOA7,gene with protein product,
6065,ENSG00000123992,grey,DNPEP,gene with protein product,
6066,ENSG00000196693,grey,ZNF33B,gene with protein product,
6067,ENSG00000143970,black,ASXL2,gene with protein product,
6068,ENSG00000006015,turquoise,REX1BD,gene with protein product,
6069,ENSG00000123143,grey,PKN1,gene with protein product,
6070,ENSG00000124151,black,NCOA3,gene with protein product,
6071,ENSG00000100461,grey,RBM23,gene with protein product,
6072,ENSG00000142230,grey,SAE1,gene with protein product,
6073,ENSG00000115286,pink,NDUFS7,gene with protein product,
6074,ENSG00000226210,turquoise,WASH8P,pseudogene,
6075,ENSG00000114126,grey,TFDP2,gene with protein product,
6076,ENSG00000270617,yellow,URGCP-MRPS24,readthrough,
6077,ENSG00000068654,greenyellow,POLR1A,gene with protein product,
6078,ENSG00000013374,grey,NUB1,gene with protein product,
6079,ENSG00000166783,grey,MARF1,gene with protein product,
6080,ENSG00000073584,blue,SMARCE1,gene with protein product,
6081,ENSG00000121879,brown,PIK3CA,gene with protein product,
6082,ENSG00000105429,pink,MEGF8,gene with protein product,
6083,ENSG00000107021,turquoise,TBC1D13,gene with protein product,
6084,ENSG00000255136,yellow,TPBGL-AS1,"RNA, long non-coding",
6085,ENSG00000268400,yellow,,,
6086,ENSG00000153786,turquoise,ZDHHC7,gene with protein product,
6087,ENSG00000284526,yellow,,,
6088,ENSG00000287510,cyan,,,
6089,ENSG00000100304,grey,TTLL12,gene with protein product,
6090,ENSG00000258644,yellow,SYNJ2BP-COX16,readthrough,
6091,ENSG00000205765,brown,RIMOC1,gene with protein product,
6092,ENSG00000232934,grey,,,
6093,ENSG00000197343,salmon,ZNF655,gene with protein product,
6094,ENSG00000121350,blue,PYROXD1,gene with protein product,
6095,ENSG00000149089,grey,APIP,gene with protein product,
6096,ENSG00000168530,darkgrey,MYL1,gene with protein product,
6097,ENSG00000264044,black,,,
6098,ENSG00000147202,brown,DIAPH2,gene with protein product,
6099,ENSG00000168282,grey,MGAT2,gene with protein product,
6100,ENSG00000219607,midnightblue,PPP1R3G,gene with protein product,
6101,ENSG00000103365,grey,GGA2,gene with protein product,
6102,ENSG00000143390,grey,RFX5,gene with protein product,
6103,ENSG00000163870,purple,TPRA1,gene with protein product,
6104,ENSG00000113971,red,NPHP3,gene with protein product,
6105,ENSG00000175348,blue,TMEM9B,gene with protein product,
6106,ENSG00000108219,grey,TSPAN14,gene with protein product,
6107,ENSG00000114315,grey,HES1,gene with protein product,
6108,ENSG00000087470,brown,DNM1L,gene with protein product,
6109,ENSG00000115355,brown,CCDC88A,gene with protein product,
6110,ENSG00000263465,green,SRSF8,gene with protein product,
6111,ENSG00000198642,brown,KLHL9,gene with protein product,
6112,ENSG00000111678,darkgreen,C12orf57,gene with protein product,
6113,ENSG00000132591,grey,ERAL1,gene with protein product,
6114,ENSG00000141458,grey,NPC1,gene with protein product,
6115,ENSG00000162972,green,MAIP1,gene with protein product,
6116,ENSG00000180089,turquoise,TMEM86B,gene with protein product,
6117,ENSG00000071859,purple,FAM50A,gene with protein product,
6118,ENSG00000143869,grey,GDF7,gene with protein product,
6119,ENSG00000125676,grey,THOC2,gene with protein product,
6120,ENSG00000258377,grey,,,
6121,ENSG00000173548,grey,SNX33,gene with protein product,
6122,ENSG00000100106,grey,TRIOBP,gene with protein product,
6123,ENSG00000175354,grey,PTPN2,gene with protein product,Protein tyrosine phosphatases non-receptor type
6124,ENSG00000177426,grey,TGIF1,gene with protein product,
6125,ENSG00000168724,blue,DNAJC21,gene with protein product,
6126,ENSG00000157423,grey,HYDIN,gene with protein product,
6127,ENSG00000149930,pink,TAOK2,gene with protein product,
6128,ENSG00000119720,grey,NRDE2,gene with protein product,
6129,ENSG00000122085,red,MTERF4,gene with protein product,
6130,ENSG00000187531,turquoise,SIRT7,gene with protein product,
6131,ENSG00000068308,turquoise,OTUD5,gene with protein product,
6132,ENSG00000103148,turquoise,NPRL3,gene with protein product,
6133,ENSG00000084453,grey,SLCO1A2,gene with protein product,
6134,ENSG00000183530,lightgreen,PRR14L,gene with protein product,
6135,ENSG00000110514,pink,MADD,gene with protein product,
6136,ENSG00000143393,pink,PI4KB,gene with protein product,
6137,ENSG00000132879,turquoise,FBXO44,gene with protein product,
6138,ENSG00000243716,turquoise,NPIPB5,gene with protein product,
6139,ENSG00000185641,yellow,,,
6140,ENSG00000254732,grey,,,
6141,ENSG00000148343,turquoise,MIGA2,gene with protein product,
6142,ENSG00000138081,green,FBXO11,gene with protein product,
6143,ENSG00000169241,grey,SLC50A1,gene with protein product,
6144,ENSG00000103024,turquoise,NME3,gene with protein product,
6145,ENSG00000135945,red,REV1,gene with protein product,
6146,ENSG00000241351,darkturquoise,IGKV3-11,immunoglobulin gene,
6147,ENSG00000168679,grey,SLC16A4,gene with protein product,
6148,ENSG00000104885,turquoise,DOT1L,gene with protein product,
6149,ENSG00000140829,pink,DHX38,gene with protein product,
6150,ENSG00000005075,purple,POLR2J,gene with protein product,
6151,ENSG00000196792,blue,STRN3,gene with protein product,
6152,ENSG00000134452,turquoise,FBH1,gene with protein product,
6153,ENSG00000108840,pink,HDAC5,gene with protein product,
6154,ENSG00000008324,yellow,SS18L2,gene with protein product,
6155,ENSG00000064419,grey,TNPO3,gene with protein product,
6156,ENSG00000107758,green,PPP3CB,gene with protein product,
6157,ENSG00000100503,black,NIN,gene with protein product,
6158,ENSG00000153207,grey,AHCTF1,gene with protein product,
6159,ENSG00000067646,grey,ZFY,gene with protein product,
6160,ENSG00000143740,grey,SNAP47,gene with protein product,
6161,ENSG00000145850,magenta,TIMD4,gene with protein product,
6162,ENSG00000174953,blue,DHX36,gene with protein product,
6163,ENSG00000052723,blue,SIKE1,gene with protein product,
6164,ENSG00000175970,grey,UNC119B,gene with protein product,
6165,ENSG00000059588,red,TARBP1,gene with protein product,
6166,ENSG00000162139,grey,NEU3,gene with protein product,
6167,ENSG00000023041,grey,ZDHHC6,gene with protein product,
6168,ENSG00000169683,turquoise,LRRC45,gene with protein product,
6169,ENSG00000188707,grey,ZBED10P,pseudogene,
6170,ENSG00000126759,magenta,CFP,gene with protein product,
6171,ENSG00000264235,grey,MYL12-AS1,"RNA, long non-coding",
6172,ENSG00000129116,grey,PALLD,gene with protein product,
6173,ENSG00000206530,red,CFAP44,gene with protein product,
6174,ENSG00000259661,red,,,
6175,ENSG00000116478,grey,HDAC1,gene with protein product,
6176,ENSG00000271092,brown,TLCD4-RWDD3,readthrough,
6177,ENSG00000261556,turquoise,SMG1P7,pseudogene,
6178,ENSG00000162772,midnightblue,ATF3,gene with protein product,
6179,ENSG00000165895,brown,ARHGAP42,gene with protein product,
6180,ENSG00000137070,turquoise,IL11RA,gene with protein product,
6181,ENSG00000168405,grey,CMAHP,pseudogene,
6182,ENSG00000115520,blue,COQ10B,gene with protein product,
6183,ENSG00000172292,grey,CERS6,gene with protein product,
6184,ENSG00000127824,grey,TUBA4A,gene with protein product,
6185,ENSG00000187713,yellow,TMEM203,gene with protein product,
6186,ENSG00000006210,blue,CX3CL1,gene with protein product,
6187,ENSG00000108381,grey,ASPA,gene with protein product,
6188,ENSG00000095794,grey,CREM,gene with protein product,
6189,ENSG00000176225,grey,RTTN,gene with protein product,
6190,ENSG00000250696,grey,,,
6191,ENSG00000054267,blue,ARID4B,gene with protein product,
6192,ENSG00000164134,brown,NAA15,gene with protein product,
6193,ENSG00000220205,turquoise,VAMP2,gene with protein product,
6194,ENSG00000145191,turquoise,EIF2B5,gene with protein product,
6195,ENSG00000197622,grey,CDC42SE1,gene with protein product,
6196,ENSG00000163482,turquoise,STK36,gene with protein product,
6197,ENSG00000173918,grey,C1QTNF1,gene with protein product,
6198,ENSG00000133606,grey,MKRN1,gene with protein product,
6199,ENSG00000092871,grey,RFFL,gene with protein product,
6200,ENSG00000171428,grey,NAT1,gene with protein product,
6201,ENSG00000263761,grey,GDF2,gene with protein product,
6202,ENSG00000214413,green,BBIP1,gene with protein product,
6203,ENSG00000121274,blue,TENT4B,gene with protein product,
6204,ENSG00000232593,red,KANTR,gene with protein product,
6205,ENSG00000198876,black,DCAF12,gene with protein product,
6206,ENSG00000185551,grey,NR2F2,gene with protein product,
6207,ENSG00000021776,black,AQR,gene with protein product,
6208,ENSG00000162144,grey,CYB561A3,gene with protein product,
6209,ENSG00000163930,pink,BAP1,gene with protein product,
6210,ENSG00000155545,blue,MIER3,gene with protein product,
6211,ENSG00000139826,blue,ABHD13,gene with protein product,
6212,ENSG00000100439,grey,ABHD4,gene with protein product,
6213,ENSG00000263266,yellow,RPS7P1,pseudogene,
6214,ENSG00000105825,grey,TFPI2,gene with protein product,
6215,ENSG00000135617,grey,PRADC1,gene with protein product,
6216,ENSG00000239779,turquoise,WBP1,gene with protein product,
6217,ENSG00000166197,grey,NOLC1,gene with protein product,
6218,ENSG00000169902,grey,TPST1,gene with protein product,
6219,ENSG00000115685,grey,PPP1R7,gene with protein product,
6220,ENSG00000115808,brown,STRN,gene with protein product,
6221,ENSG00000100105,turquoise,PATZ1,gene with protein product,
6222,ENSG00000235194,turquoise,PPP1R3E,gene with protein product,
6223,ENSG00000086589,red,RBM22,gene with protein product,
6224,ENSG00000124562,grey,SNRPC,gene with protein product,
6225,ENSG00000224814,black,,,
6226,ENSG00000109436,grey,TBC1D9,gene with protein product,
6227,ENSG00000112773,grey,TENT5A,gene with protein product,
6228,ENSG00000235016,red,SEMA3F-AS1,"RNA, long non-coding",
6229,ENSG00000141759,yellow,TXNL4A,gene with protein product,
6230,ENSG00000242574,magenta,HLA-DMB,gene with protein product,
6231,ENSG00000123159,pink,GIPC1,gene with protein product,
6232,ENSG00000105325,pink,FZR1,gene with protein product,
6233,ENSG00000100983,grey,GSS,gene with protein product,
6234,ENSG00000204310,grey,AGPAT1,gene with protein product,
6235,ENSG00000138606,grey,SHF,gene with protein product,
6236,ENSG00000172775,turquoise,PSME3IP1,gene with protein product,
6237,ENSG00000162585,turquoise,FAAP20,gene with protein product,
6238,ENSG00000285608,blue,,,
6239,ENSG00000160803,turquoise,UBQLN4,gene with protein product,
6240,ENSG00000158470,grey,B4GALT5,gene with protein product,
6241,ENSG00000079277,turquoise,MKNK1,gene with protein product,
6242,ENSG00000136143,brown,SUCLA2,gene with protein product,
6243,ENSG00000115816,brown,CEBPZ,gene with protein product,
6244,ENSG00000151148,lightgreen,UBE3B,gene with protein product,
6245,ENSG00000283041,yellow,,,
6246,ENSG00000159063,grey,ALG8,gene with protein product,
6247,ENSG00000113389,grey,NPR3,gene with protein product,
6248,ENSG00000133106,orange,EPSTI1,gene with protein product,
6249,ENSG00000141560,grey,FN3KRP,gene with protein product,
6250,ENSG00000181656,grey,GPR88,gene with protein product,"G protein-coupled receptors, Class A orphans"
6251,ENSG00000124209,blue,RAB22A,gene with protein product,
6252,ENSG00000115561,magenta,CHMP3,gene with protein product,
6253,ENSG00000163444,yellow,TMEM183A,gene with protein product,
6254,ENSG00000076864,grey,RAP1GAP,gene with protein product,
6255,ENSG00000157593,grey,SLC35B2,gene with protein product,
6256,ENSG00000183230,grey,CTNNA3,gene with protein product,
6257,ENSG00000198169,red,ZNF251,gene with protein product,
6258,ENSG00000144118,cyan,RALB,gene with protein product,
6259,ENSG00000105127,red,AKAP8,gene with protein product,
6260,ENSG00000113621,blue,TXNDC15,gene with protein product,
6261,ENSG00000064042,magenta,LIMCH1,gene with protein product,
6262,ENSG00000162616,blue,DNAJB4,gene with protein product,
6263,ENSG00000028137,magenta,TNFRSF1B,gene with protein product,
6264,ENSG00000160799,purple,CCDC12,gene with protein product,
6265,ENSG00000125848,grey,FLRT3,gene with protein product,
6266,ENSG00000055950,grey,MRPL43,gene with protein product,
