,colors,gene_id,gene_name,gene_type,receptor
5492,green,ENSG00000121486,TRMT1L,gene with protein product,
5493,grey,ENSG00000173559,NABP1,gene with protein product,
5494,yellow,ENSG00000146247,PHIP,gene with protein product,
5495,brown,ENSG00000169288,MRPL1,gene with protein product,
5496,lightcyan,ENSG00000198040,ZNF84,gene with protein product,
5497,blue,ENSG00000071794,HLTF,gene with protein product,
5498,royalblue,ENSG00000153234,NR4A2,gene with protein product,Nuclear receptor subfamily 4 group A
5499,turquoise,ENSG00000158941,CCAR2,gene with protein product,
5500,yellow,ENSG00000105364,MRPL4,gene with protein product,
5501,darkgrey,ENSG00000166135,HIF1AN,gene with protein product,
5502,brown,ENSG00000134897,BIVM,gene with protein product,
5503,saddlebrown,ENSG00000241351,IGKV3-11,immunoglobulin gene,
5504,blue,ENSG00000164323,CFAP97,gene with protein product,
5505,royalblue,ENSG00000172349,IL16,gene with protein product,
5506,lightcyan,ENSG00000269955,FMC1-LUC7L2,readthrough,
5507,yellow,ENSG00000135503,ACVR1B,gene with protein product,Type 1 receptor serine/threonine kinases
5508,grey,ENSG00000058799,YIPF1,gene with protein product,
5509,blue,ENSG00000139144,PIK3C2G,gene with protein product,
5510,turquoise,ENSG00000077312,SNRPA,gene with protein product,
5511,yellow,ENSG00000125970,RALY,gene with protein product,
5512,grey,ENSG00000132300,PTCD3,gene with protein product,
5513,darkturquoise,ENSG00000196628,TCF4,gene with protein product,
5514,blue,ENSG00000054965,FAM168A,gene with protein product,
5515,salmon,ENSG00000104043,ATP8B4,gene with protein product,
5516,green,ENSG00000143753,DEGS1,gene with protein product,
5517,blue,ENSG00000136485,DCAF7,gene with protein product,
5518,turquoise,ENSG00000242802,AP5Z1,gene with protein product,
5519,red,ENSG00000107651,SEC23IP,gene with protein product,
5520,black,ENSG00000119899,SLC17A5,gene with protein product,
5521,turquoise,ENSG00000196998,WDR45,gene with protein product,
5522,turquoise,ENSG00000105426,PTPRS,gene with protein product,
5523,darkgreen,ENSG00000198168,SVIP,gene with protein product,
5524,blue,ENSG00000138459,SLC35A5,gene with protein product,
5525,turquoise,ENSG00000272333,KMT2B,gene with protein product,
5526,grey,ENSG00000160201,U2AF1,gene with protein product,
5527,green,ENSG00000179387,ELMOD2,gene with protein product,
5528,grey,ENSG00000115233,PSMD14,gene with protein product,
5529,grey,ENSG00000110107,PRPF19,gene with protein product,
5530,grey,ENSG00000137547,MRPL15,gene with protein product,
5531,grey,ENSG00000275895,,,
5532,yellow,ENSG00000167992,VWCE,gene with protein product,
5533,blue,ENSG00000158445,KCNB1,gene with protein product,
5534,yellow,ENSG00000105063,PPP6R1,gene with protein product,
5535,grey,ENSG00000177479,ARIH2,gene with protein product,
5536,brown,ENSG00000185808,PIGP,gene with protein product,
5537,skyblue3,ENSG00000164404,GDF9,gene with protein product,
5538,yellow,ENSG00000143393,PI4KB,gene with protein product,
5539,salmon,ENSG00000107185,RGP1,gene with protein product,
5540,blue,ENSG00000100393,EP300,gene with protein product,
5541,yellow,ENSG00000131778,CHD1L,gene with protein product,
5542,grey,ENSG00000176595,KBTBD11,gene with protein product,
5543,black,ENSG00000086589,RBM22,gene with protein product,
5544,midnightblue,ENSG00000163812,ZDHHC3,gene with protein product,
5545,brown,ENSG00000261582,,,
5546,turquoise,ENSG00000161904,LEMD2,gene with protein product,
5547,turquoise,ENSG00000101391,CDK5RAP1,gene with protein product,
5548,purple,ENSG00000273489,,,
5549,sienna3,ENSG00000128228,SDF2L1,gene with protein product,
5550,yellow,ENSG00000147894,C9orf72,gene with protein product,
5551,turquoise,ENSG00000154957,ZNF18,gene with protein product,
5552,turquoise,ENSG00000087502,ERGIC2,gene with protein product,
5553,yellow,ENSG00000171428,NAT1,gene with protein product,
5554,yellow,ENSG00000062194,GPBP1,gene with protein product,
5555,turquoise,ENSG00000115649,CNPPD1,gene with protein product,
5556,turquoise,ENSG00000165215,CLDN3,gene with protein product,
5557,turquoise,ENSG00000173264,GPR137,gene with protein product,
5558,grey,ENSG00000205726,ITSN1,gene with protein product,
5559,grey,ENSG00000175906,ARL4D,gene with protein product,
5560,blue,ENSG00000163053,SLC16A14,gene with protein product,
5561,black,ENSG00000170089,,,
5562,blue,ENSG00000094916,CBX5,gene with protein product,
5563,turquoise,ENSG00000136754,ABI1,gene with protein product,
5564,grey,ENSG00000177733,HNRNPA0,gene with protein product,
5565,yellow,ENSG00000140829,DHX38,gene with protein product,
5566,brown,ENSG00000154864,PIEZO2,gene with protein product,
5567,turquoise,ENSG00000113119,TMCO6,gene with protein product,
5568,brown,ENSG00000139874,SSTR1,gene with protein product,Somatostatin receptors
5569,grey,ENSG00000153037,SRP19,gene with protein product,
5570,tan,ENSG00000038427,VCAN,gene with protein product,
5571,red,ENSG00000137942,FNBP1L,gene with protein product,
5572,black,ENSG00000125877,ITPA,gene with protein product,
5573,turquoise,ENSG00000175662,TOM1L2,gene with protein product,
5574,turquoise,ENSG00000176945,MUC20,gene with protein product,
5575,brown,ENSG00000143156,NME7,gene with protein product,
5576,violet,ENSG00000213614,HEXA,gene with protein product,
5577,brown,ENSG00000151923,TIAL1,gene with protein product,
5578,greenyellow,ENSG00000160255,ITGB2,gene with protein product,
5579,blue,ENSG00000119285,HEATR1,gene with protein product,
5580,brown,ENSG00000125870,SNRPB2,gene with protein product,
5581,yellow,ENSG00000173156,RHOD,gene with protein product,
5582,yellow,ENSG00000126457,PRMT1,gene with protein product,
5583,turquoise,ENSG00000173041,ZNF680,gene with protein product,
5584,turquoise,ENSG00000100068,LRP5L,pseudogene,
5585,green,ENSG00000144744,UBA3,gene with protein product,
5586,red,ENSG00000163428,LRRC58,gene with protein product,
5587,grey,ENSG00000278845,MRPL45,gene with protein product,
5588,grey,ENSG00000119979,DENND10,gene with protein product,
5589,blue,ENSG00000134532,SOX5,gene with protein product,
5590,salmon,ENSG00000188706,ZDHHC9,gene with protein product,
5591,red,ENSG00000182827,ACBD3,gene with protein product,
5592,brown,ENSG00000109436,TBC1D9,gene with protein product,
5593,blue,ENSG00000135837,CEP350,gene with protein product,
5594,blue,ENSG00000140262,TCF12,gene with protein product,
5595,yellow,ENSG00000085998,POMGNT1,gene with protein product,
5596,turquoise,ENSG00000141552,ANAPC11,gene with protein product,
5597,turquoise,ENSG00000063127,SLC6A16,gene with protein product,
5598,greenyellow,ENSG00000167601,AXL,gene with protein product,
5599,brown,ENSG00000132589,FLOT2,gene with protein product,
5600,turquoise,ENSG00000161996,WDR90,gene with protein product,
5601,grey,ENSG00000153208,MERTK,gene with protein product,
5602,turquoise,ENSG00000014164,ZC3H3,gene with protein product,
5603,black,ENSG00000182606,TRAK1,gene with protein product,
5604,turquoise,ENSG00000113643,RARS1,gene with protein product,
5605,pink,ENSG00000137038,DMAC1,gene with protein product,
5606,brown,ENSG00000279364,,,
5607,turquoise,ENSG00000158985,CDC42SE2,gene with protein product,
5608,brown,ENSG00000120837,NFYB,gene with protein product,
5609,grey,ENSG00000159899,NPR2,gene with protein product,
5610,brown,ENSG00000145293,ENOPH1,gene with protein product,
5611,yellow,ENSG00000100592,DAAM1,gene with protein product,
5612,grey,ENSG00000111011,RSRC2,gene with protein product,
5613,paleturquoise,ENSG00000132849,PATJ,gene with protein product,
5614,brown,ENSG00000153814,JAZF1,gene with protein product,
5615,pink,ENSG00000253982,CLN8-AS1,"RNA, long non-coding",
5616,turquoise,ENSG00000089159,PXN,gene with protein product,
5617,red,ENSG00000174840,PDE12,gene with protein product,
5618,brown,ENSG00000102898,NUTF2,gene with protein product,
5619,grey,ENSG00000047188,YTHDC2,gene with protein product,
5620,yellow,ENSG00000080822,CLDND1,gene with protein product,
5621,royalblue,ENSG00000271503,CCL5,gene with protein product,
5622,magenta,ENSG00000204482,LST1,gene with protein product,
5623,cyan,ENSG00000172663,TMEM134,gene with protein product,
5624,turquoise,ENSG00000101365,IDH3B,gene with protein product,
5625,brown,ENSG00000273841,TAF9,gene with protein product,
5626,brown,ENSG00000121022,COPS5,gene with protein product,
5627,turquoise,ENSG00000041988,THAP3,gene with protein product,
5628,yellow,ENSG00000013275,PSMC4,gene with protein product,
5629,yellow,ENSG00000183258,DDX41,gene with protein product,
5630,red,ENSG00000065183,WDR3,gene with protein product,
5631,turquoise,ENSG00000133895,MEN1,gene with protein product,
5632,grey60,ENSG00000100320,RBFOX2,gene with protein product,
5633,grey,ENSG00000135108,FBXO21,gene with protein product,
5634,red,ENSG00000287856,,,
5635,turquoise,ENSG00000105254,TBCB,gene with protein product,
5636,grey,ENSG00000110693,SOX6,gene with protein product,
5637,cyan,ENSG00000198546,ZNF511,gene with protein product,
5638,turquoise,ENSG00000149541,B3GAT3,gene with protein product,
5639,turquoise,ENSG00000136856,SLC2A8,gene with protein product,
5640,grey,ENSG00000204876,,,
5641,blue,ENSG00000141424,SLC39A6,gene with protein product,
5642,tan,ENSG00000101846,STS,gene with protein product,
5643,turquoise,ENSG00000149923,PPP4C,gene with protein product,
5644,lightgreen,ENSG00000057019,DCBLD2,gene with protein product,
5645,black,ENSG00000138378,STAT4,gene with protein product,
5646,black,ENSG00000197971,MBP,gene with protein product,
5647,grey,ENSG00000186470,BTN3A2,gene with protein product,
5648,turquoise,ENSG00000149480,MTA2,gene with protein product,
5649,purple,ENSG00000138685,FGF2,gene with protein product,
5650,green,ENSG00000135272,MDFIC,gene with protein product,
5651,turquoise,ENSG00000176155,CCDC57,gene with protein product,
5652,blue,ENSG00000168268,NT5DC2,gene with protein product,
5653,grey,ENSG00000278050,,,
5654,blue,ENSG00000128654,MTX2,gene with protein product,
5655,blue,ENSG00000114439,BBX,gene with protein product,
5656,pink,ENSG00000185651,UBE2L3,gene with protein product,
5657,grey,ENSG00000196655,TRAPPC4,gene with protein product,
5658,darkorange,ENSG00000132792,CTNNBL1,gene with protein product,
5659,turquoise,ENSG00000144426,NBEAL1,gene with protein product,
5660,greenyellow,ENSG00000145555,MYO10,gene with protein product,
5661,turquoise,ENSG00000213366,GSTM2,gene with protein product,
5662,blue,ENSG00000056586,RC3H2,gene with protein product,
5663,cyan,ENSG00000122140,MRPS2,gene with protein product,
5664,pink,ENSG00000169740,ZNF32,gene with protein product,
5665,red,ENSG00000145817,YIPF5,gene with protein product,
5666,tan,ENSG00000146038,DCDC2,gene with protein product,
5667,turquoise,ENSG00000087152,ATXN7L3,gene with protein product,
5668,grey,ENSG00000147416,ATP6V1B2,gene with protein product,
5669,turquoise,ENSG00000100461,RBM23,gene with protein product,
5670,green,ENSG00000101557,USP14,gene with protein product,
5671,turquoise,ENSG00000161618,ALDH16A1,gene with protein product,
5672,turquoise,ENSG00000185269,NOTUM,gene with protein product,
5673,blue,ENSG00000235298,HNRNPK-AS1,"RNA, long non-coding",
5674,greenyellow,ENSG00000123338,NCKAP1L,gene with protein product,
5675,violet,ENSG00000232177,MTND4P24,pseudogene,
5676,turquoise,ENSG00000185347,TEDC1,gene with protein product,
5677,yellow,ENSG00000079950,STX7,gene with protein product,
5678,turquoise,ENSG00000272916,,,
5679,blue,ENSG00000113194,FAF2,gene with protein product,
5680,black,ENSG00000173757,STAT5B,gene with protein product,
5681,grey,ENSG00000150687,PRSS23,gene with protein product,
5682,yellow,ENSG00000070087,PFN2,gene with protein product,
5683,turquoise,ENSG00000185551,NR2F2,gene with protein product,
5684,brown,ENSG00000182107,TMEM30B,gene with protein product,
5685,turquoise,ENSG00000132024,CC2D1A,gene with protein product,
5686,magenta,ENSG00000115935,WIPF1,gene with protein product,
5687,yellow,ENSG00000100413,POLR3H,gene with protein product,
5688,blue,ENSG00000167258,CDK12,gene with protein product,
5689,grey,ENSG00000110172,CHORDC1,gene with protein product,
5690,grey,ENSG00000266338,NBPF15,gene with protein product,
5691,purple,ENSG00000136560,TANK,gene with protein product,
5692,turquoise,ENSG00000170989,S1PR1,gene with protein product,Sphingosine 1-phosphate receptors
5693,darkorange,ENSG00000150768,DLAT,gene with protein product,
5694,blue,ENSG00000280571,,,
5695,red,ENSG00000156162,DPY19L4,gene with protein product,
5696,turquoise,ENSG00000154059,IMPACT,gene with protein product,
5697,turquoise,ENSG00000188747,NOXA1,gene with protein product,
5698,grey,ENSG00000173227,SYT12,gene with protein product,
5699,turquoise,ENSG00000103510,KAT8,gene with protein product,
5700,yellow,ENSG00000123159,GIPC1,gene with protein product,
5701,turquoise,ENSG00000132635,PCED1A,gene with protein product,
5702,grey,ENSG00000122912,SLC25A16,gene with protein product,
5703,yellow,ENSG00000115241,PPM1G,gene with protein product,
5704,paleturquoise,ENSG00000134909,ARHGAP32,gene with protein product,
5705,turquoise,ENSG00000090316,MAEA,gene with protein product,
5706,salmon,ENSG00000154124,OTULIN,gene with protein product,
5707,brown,ENSG00000235200,LINC01702,"RNA, long non-coding",
5708,grey,ENSG00000162517,PEF1,gene with protein product,
5709,turquoise,ENSG00000162819,BROX,gene with protein product,
5710,orange,ENSG00000232656,IDI2-AS1,"RNA, long non-coding",
5711,turquoise,ENSG00000148308,GTF3C5,gene with protein product,
5712,turquoise,ENSG00000213722,DDAH2,gene with protein product,
5713,turquoise,ENSG00000104164,BLOC1S6,gene with protein product,
5714,turquoise,ENSG00000163795,ZNF513,gene with protein product,
5715,turquoise,ENSG00000162695,SLC30A7,gene with protein product,
5716,red,ENSG00000122482,ZNF644,gene with protein product,
5717,black,ENSG00000103037,SETD6,gene with protein product,
5718,turquoise,ENSG00000238045,MVP-DT,"RNA, long non-coding",
5719,tan,ENSG00000196954,CASP4,gene with protein product,
5720,green,ENSG00000119414,PPP6C,gene with protein product,
5721,skyblue,ENSG00000038382,TRIO,gene with protein product,
5722,turquoise,ENSG00000137275,RIPK1,gene with protein product,
5723,turquoise,ENSG00000157107,FCHO2,gene with protein product,
5724,darkgrey,ENSG00000196367,TRRAP,gene with protein product,
5725,turquoise,ENSG00000115756,HPCAL1,gene with protein product,
5726,turquoise,ENSG00000172922,RNASEH2C,gene with protein product,
5727,grey,ENSG00000196586,MYO6,gene with protein product,
5728,green,ENSG00000114784,EIF1B,gene with protein product,
5729,green,ENSG00000139726,DENR,gene with protein product,
5730,grey,ENSG00000134278,SPIRE1,gene with protein product,
5731,grey,ENSG00000171492,LRRC8D,gene with protein product,
5732,yellow,ENSG00000136848,DAB2IP,gene with protein product,
5733,yellow,ENSG00000103150,MLYCD,gene with protein product,
5734,darkmagenta,ENSG00000067646,ZFY,gene with protein product,
5735,brown,ENSG00000100014,SPECC1L,gene with protein product,
5736,grey,ENSG00000168282,MGAT2,gene with protein product,
5737,green,ENSG00000134758,RNF138,gene with protein product,
5738,turquoise,ENSG00000175220,ARHGAP1,gene with protein product,
5739,turquoise,ENSG00000196876,SCN8A,gene with protein product,
5740,grey,ENSG00000104687,GSR,gene with protein product,
5741,red,ENSG00000103194,USP10,gene with protein product,
5742,blue,ENSG00000167325,RRM1,gene with protein product,
5743,green,ENSG00000104442,ARMC1,gene with protein product,
5744,pink,ENSG00000168090,COPS6,gene with protein product,
5745,black,ENSG00000243230,,,
5746,magenta,ENSG00000115956,PLEK,gene with protein product,
5747,brown,ENSG00000164615,CAMLG,gene with protein product,
5748,turquoise,ENSG00000151502,VPS26B,gene with protein product,
5749,turquoise,ENSG00000144320,LNPK,gene with protein product,
5750,red,ENSG00000114331,ACAP2,gene with protein product,
5751,turquoise,ENSG00000067829,IDH3G,gene with protein product,
5752,turquoise,ENSG00000146063,TRIM41,gene with protein product,
5753,brown,ENSG00000218739,CEBPZOS,gene with protein product,
5754,yellow,ENSG00000131165,CHMP1A,gene with protein product,
5755,turquoise,ENSG00000164597,COG5,gene with protein product,
5756,turquoise,ENSG00000140939,NOL3,gene with protein product,
5757,turquoise,ENSG00000176058,TPRN,gene with protein product,
5758,midnightblue,ENSG00000103353,UBFD1,gene with protein product,
5759,grey,ENSG00000177469,CAVIN1,gene with protein product,
5760,turquoise,ENSG00000224877,NDUFAF8,gene with protein product,
5761,green,ENSG00000116750,UCHL5,gene with protein product,
